文档ID,URL,标题,点击,曝光,平均排名,分档,建议动作
exness-trader/创建真实账户和模拟账户时必须提供哪些文件,/exness-trader/创建真实账户和模拟账户时必须提供哪些文件,创建真实账户和模拟账户时必须提供哪些文件？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/可以在手机终端上下移动止损单吗,/exness-trader/可以在手机终端上下移动止损单吗,可以在手机终端上下移动止损单吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/各账户追加保证金通知和爆仓水平,/exness-trader/各账户追加保证金通知和爆仓水平,各账户追加保证金通知和爆仓水平,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/哪些类型的账户可以参与竞赛,/exness-trader/哪些类型的账户可以参与竞赛,哪些类型的账户可以参与竞赛？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/哪些账户类型可以交易加密数字货币-cfd,/exness-trader/哪些账户类型可以交易加密数字货币-cfd,哪些账户类型可以交易加密数字货币 CFD？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/哪些账户类型支持模拟账户,/exness-trader/哪些账户类型支持模拟账户,哪些账户类型支持模拟账户？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/在哪查询某一品种的相关信息,/exness-trader/在哪查询某一品种的相关信息,在哪查询某一品种的相关信息？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/在哪里可以找到我的信用相关信息,/exness-trader/在哪里可以找到我的信用相关信息,在哪里可以找到我的信用相关信息？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/在进行股票相关交易品种的交易时，我是否真正拥,/exness-trader/在进行股票相关交易品种的交易时，我是否真正拥,在进行股票相关交易品种的交易时，我是否真正拥有我所交易的[[exness-trader/股票|股票]]？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/夏季交易时间,/exness-trader/夏季交易时间,夏季交易时间,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何修改或移除移动止损,/exness-trader/如何修改或移除移动止损,如何修改或移除移动止损？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何在交易平台-mt4-mt5-上接收新闻,/exness-trader/如何在交易平台-mt4-mt5-上接收新闻,如何在交易平台 MT4/MT5 上接收新闻？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何在我的个人专区查看交易的单号,/exness-trader/如何在我的个人专区查看交易的单号,如何在我的个人专区查看交易的单号？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何在移动终端中设置挂单,/exness-trader/如何在移动终端中设置挂单,如何在移动终端中设置挂单,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何更改注册名称,/exness-trader/如何更改注册名称,如何更改注册名称？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何查找需要提高保证金要求的新闻事件,/exness-trader/如何查找需要提高保证金要求的新闻事件,如何查找需要提高保证金要求的新闻事件,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何查看您的交易历史,/exness-trader/如何查看您的交易历史,如何查看您的交易历史,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何查看我可以使用的支付平台,/exness-trader/如何查看我可以使用的支付平台,如何查看我可以使用的支付平台？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何查看旧的个人专区是否依然处于活跃状态,/exness-trader/如何查看旧的个人专区是否依然处于活跃状态,如何查看旧的个人专区是否依然处于活跃状态？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何查看账户是否已可以入金和交易,/exness-trader/如何查看账户是否已可以入金和交易,如何查看账户是否已可以入金和交易？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何查询我的代理信息,/exness-trader/如何查询我的代理信息,如何查询我的代理信息？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何清除浏览器缓存和-cookies-文件,/exness-trader/如何清除浏览器缓存和-cookies-文件,如何清除浏览器缓存和 cookies 文件,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何知晓为我提供服务的是哪家-exness-实体,/exness-trader/如何知晓为我提供服务的是哪家-exness-实体,如何知晓为我提供服务的是哪家 Exness 实体？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何确定我的资金是安全的,/exness-trader/如何确定我的资金是安全的,如何确定我的资金是安全的?,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何管理您的交易账户设置,/exness-trader/如何管理您的交易账户设置,如何管理您的交易账户设置,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何给模拟账户充值,/exness-trader/如何给模拟账户充值,如何给模拟账户充值?,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何解决交易终端中的常见错误,/exness-trader/如何解决交易终端中的常见错误,如何解决交易终端中的“常见错误”？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何计算利润和损失,/exness-trader/如何计算利润和损失,如何计算利润和损失,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如何验证我的支付方式,/exness-trader/如何验证我的支付方式,如何验证我的支付方式？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果在个人专区中无法找到我的首选支付系统该怎,/exness-trader/如果在个人专区中无法找到我的首选支付系统该怎,如果在个人专区中无法找到我的首选支付系统该怎么办？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我出金到错误的账号，接下来应该怎么做,/exness-trader/如果我出金到错误的账号，接下来应该怎么做,如果我出金到错误的账号，接下来应该怎么做？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我在-vps-中收到了无网络连接错误，接下来,/exness-trader/如果我在-vps-中收到了无网络连接错误，接下来,如果我在 VPS 中收到了“无网络连接”错误，接下来应该怎么做？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我在自己的-vps-上安装智能交易ea，是否需要,/exness-trader/如果我在自己的-vps-上安装智能交易ea，是否需要,如果我在自己的 VPS 上安装智能交易（EA），是否需要平仓已开仓交易？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我是在其他国家开立的账户，如何进行账户验,/exness-trader/如果我是在其他国家开立的账户，如何进行账户验,如果我是在其他国家开立的账户，如何进行账户验证？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我有未平仓位，还可以出金吗,/exness-trader/如果我有未平仓位，还可以出金吗,如果我有未平仓位，还可以出金吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我的-vps-上没有足够空间应当如何操作,/exness-trader/如果我的-vps-上没有足够空间应当如何操作,如果我的 VPS 上没有足够空间应当如何操作？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果我的验证文件不在我的名下该怎么办,/exness-trader/如果我的验证文件不在我的名下该怎么办,如果我的验证文件不在我的名下该怎么办？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/如果无法平仓交易，我该怎么做,/exness-trader/如果无法平仓交易，我该怎么做,如果无法平仓交易，我该怎么做？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/客户支付档案-cpp-须知,/exness-trader/客户支付档案-cpp-须知,客户支付档案 (CPP) 须知,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/客户是否可以使用其它交易账户入金时使用的支付,/exness-trader/客户是否可以使用其它交易账户入金时使用的支付,客户是否可以使用其它交易账户入金时使用的支付平台进行出金？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/差价合约详解,/exness-trader/差价合约详解,差价合约详解,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/开立专业型账户需要满足什么条件,/exness-trader/开立专业型账户需要满足什么条件,开立专业型账户需要满足什么条件？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/怀疑他人以自己的名义交易,/exness-trader/怀疑他人以自己的名义交易,怀疑他人以自己的名义交易？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我为什么需要验证我的支付账户,/exness-trader/我为什么需要验证我的支付账户,我为什么需要验证我的支付账户？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我可以使用他人的支付系统入金吗,/exness-trader/我可以使用他人的支付系统入金吗,我可以使用他人的支付系统入金吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我可以使用多张银行卡给账户入金吗,/exness-trader/我可以使用多张银行卡给账户入金吗,我可以使用多张银行卡给账户入金吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我可以在个人信息中添加多少个手机号码,/exness-trader/我可以在个人信息中添加多少个手机号码,我可以在个人信息中添加多少个手机号码？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我可以用什么货币入金,/exness-trader/我可以用什么货币入金,我可以用什么货币入金？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我在国外可以用自己的交易账户交易吗,/exness-trader/我在国外可以用自己的交易账户交易吗,我在国外可以用自己的交易账户交易吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我在我的交易终端的图表中只能看到等待更新,/exness-trader/我在我的交易终端的图表中只能看到等待更新,我在我的交易终端的图表中只能看到“等待更新”这几个字,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我如何识别哪些交易品种属于免隔夜利息品种,/exness-trader/我如何识别哪些交易品种属于免隔夜利息品种,我如何识别哪些交易品种属于免隔夜利息品种？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我收到了交易参数无效的错误提示,/exness-trader/我收到了交易参数无效的错误提示,我收到了“交易参数无效”的错误提示,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我是否可以使用与-exness-注册邮箱不同的邮箱来进行入,/exness-trader/我是否可以使用与-exness-注册邮箱不同的邮箱来进行入,我是否可以使用与 Exness 注册邮箱不同的邮箱来进行入金操作？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我能否更改自己的的账户服务器,/exness-trader/我能否更改自己的的账户服务器,我能否更改自己的的账户服务器？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我能在周末进行交易吗,/exness-trader/我能在周末进行交易吗,我能在周末进行交易吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/我能用预付卡进行入金么,/exness-trader/我能用预付卡进行入金么,我能用预付卡进行入金么？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/拆股详解,/exness-trader/拆股详解,拆股详解,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/指数交易的最低金额是多少,/exness-trader/指数交易的最低金额是多少,指数交易的最低金额是多少？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/无法使用买入和卖出按键,/exness-trader/无法使用买入和卖出按键,无法使用买入和卖出按键,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/无法在-macos-catalina-操作系统上登录-mt4-mt5,/exness-trader/无法在-macos-catalina-操作系统上登录-mt4-mt5,无法在 macOS Catalina 操作系统上登录 MT4/MT5,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/是否可由朋友或家人代我进行交易,/exness-trader/是否可由朋友或家人代我进行交易,是否可由朋友或家人代我进行交易？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/是否所有类型账户都支持指数的差价合约,/exness-trader/是否所有类型账户都支持指数的差价合约,是否所有类型账户都支持指数的差价合约？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/标准账户,/exness-trader/标准账户,标准账户,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/登录-mt4-的时候，为什么我的账户昵称显示错误,/exness-trader/登录-mt4-的时候，为什么我的账户昵称显示错误,登录 MT4 的时候，为什么我的账户昵称显示错误？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/真实账户和模拟账户之间的价格变动存在差异吗,/exness-trader/真实账户和模拟账户之间的价格变动存在差异吗,真实账户和模拟账户之间的价格变动存在差异吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/石油差价合约有到期日期吗,/exness-trader/石油差价合约有到期日期吗,石油差价合约有到期日期吗？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/立即开始交易,/exness-trader/立即开始交易,立即开始交易,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/能源交易,/exness-trader/能源交易,能源交易,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/裸点账户上可以交易哪些品种,/exness-trader/裸点账户上可以交易哪些品种,裸点账户上可以交易哪些品种？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/账户长时间未使用会出现什么情况,/exness-trader/账户长时间未使用会出现什么情况,账户长时间未使用会出现什么情况？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/重新报价,/exness-trader/重新报价,重新报价,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
exness-trader/零点账户提供哪些交易品种,/exness-trader/零点账户提供哪些交易品种,零点账户提供哪些交易品种？,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
nytimes/concise-vs-natrue,/nytimes/concise-vs-natrue,清晰简洁的语言和清晰自然的语言在翻译中都有其优点,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
nytimes/pu_prime_broker_research_report,/pu-prime-broker-research-report,PU Prime 经纪商深度调研与合规评测报告,0,0,,D-删除候选,16个月零曝光：删除或 301 合并
