stock_code,stock_name,total_appearances,first_appear_date,last_appear_date,days_since_last,avg_net_buy_ratio,max_net_buy_ratio,positive_net_ratio,total_net_amount,avg_net_amount,total_buy_amount,avg_net_buy_rank,best_net_buy_rank,three_day_ratio,avg_change_pct,max_change_pct,last_market_cap,last_close_price,main_themes,limit_up_list_ratio,last_list_reason,avg_gap_days,max_gap_days,recent_gap_days,recent_30d_count,dragon_score,score_fund,score_persist,score_pattern,score_cap,score_decay,current_stage
000008.SZ,神州高铁,4,2024-03-08,2026-03-31,45,0.4180332024363952,0.7975828816485275,1.0,274500507.32,68625126.83,556409131.64,16.75,3.0,0.75,5.618682263752524,10.130718954,8882291000.0,3.27,高铁+轨交机器人+锂电池+央企,0.75,"连续三个交易日内,涨幅偏离值累计达20%的证券",251.0,482,482,0,44.7,16.6,15.7,13.8,3.7,-5.0,⚫ 已冷却
600884.SH,杉杉股份,2,2026-02-06,2026-02-25,79,0.5538118844675977,0.5849660424193421,1.0,659615577.8,329807788.9,1191384366.67,9.0,7.0,0.0,10.033495753863289,10.036363636363642,27765210000.0,15.13,安徽国资拟入主+偏光片龙头+固态电池,1.0,日涨幅偏离值达7%的证券,19.0,19,19,0,44.7,21.6,9.0,23.0,1.1,-10.0,⚫ 已冷却
002403.SZ,爱仕达,10,2024-01-08,2025-04-09,401,0.37745430945613184,0.6689000626612781,1.0,552293920.34,50208538.21272728,1448132434.86,15.090909090909092,4.0,0.55,9.522995856363638,10.043,3741262700.0,12.59,工业机器人+小家电+网络直播,0.6363636363636364,日振幅值达15%的证券,50.8,175,121,0,44.7,17.7,16.7,13.2,7.1,-10.0,⚫ 已冷却
603716.SH,塞力医疗,12,2024-03-19,2025-05-23,357,0.37411199306263376,0.8243207265957162,1.0,308393568.76,25699464.063333333,780529468.9600002,19.5,1.0,0.5,7.09888122225,10.053475936,2282649100.0,11.95,DRG/DIP+体外诊断+智慧供应链,0.75,日涨幅偏离值达7%的证券;日换手率达20%的证券,39.1,127,24,0,44.7,15.5,16.7,13.8,8.8,-10.0,⚫ 已冷却
603458.SH,勘设股份,7,2024-06-19,2025-04-09,401,0.41158943527387787,0.5956996105077361,1.0,162372541.75,16237254.175,400593735.13,13.3,2.0,0.3,10.07360657,10.108,1870420800.0,6.11,数据中心+智能交通+参股翰凯斯智能+工程咨询,1.0,日涨幅偏离值达7%的证券,49.0,215,23,0,44.6,15.9,14.6,15.0,9.1,-10.0,⚫ 已冷却
600800.SH,渤海化学,7,2024-04-17,2026-03-26,50,0.4239696810271837,0.6864089073724611,1.0,212538114.98000002,30362587.854285717,470370775.62,16.142857142857142,4.0,0.43,10.04118494227564,10.213,5781694400.0,5.21,丙烯酸酯投产+氢能源+天津国资,0.8571428571428571,"连续三个交易日内,涨幅偏离值累计达20%的证券",118.0,322,21,0,44.6,16.2,15.4,14.3,5.4,-6.7,⚫ 已冷却
600509.SH,天富能源,1,2026-05-14,2026-05-14,1,0.6662002594156738,0.6662002594156738,1.0,134833969.98,134833969.98,202392551.0,6.0,6.0,0.0,10.01064962726304,10.01064962726304,14197525000.0,10.33,电力+算电协同+兵团国资,1.0,日涨幅偏离值达7%的证券,0.0,0,0,1,44.6,20.2,7.1,15.0,2.3,0.0,🔴 首次上榜
603387.SH,基蛋生物,2,2026-03-17,2026-03-18,58,0.67485529794033,0.7594645274946766,1.0,175452382.81,87726191.405,264328414.0,3.5,3.0,0.5,9.990468570977049,10.023310023310016,5264253500.0,10.38,体外诊断+POCT+流感,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",1.0,1,1,0,44.6,21.2,12.0,15.0,5.8,-9.3,⚫ 已冷却
002881.SZ,美格智能,4,2024-03-04,2025-02-11,458,0.5425287214830239,0.7503042569346515,1.0,256606455.82,64151613.955,532804009.62,10.25,2.0,1.0,10.00303171175,10.008,11734482700.0,64.81,开发DeepSeek-R1模型端侧落地应用+端侧AI,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",114.7,329,4,0,44.6,19.6,17.2,15.0,2.8,-10.0,⚫ 已冷却
601956.SH,东贝集团,5,2024-04-12,2025-05-22,358,0.5704531999722695,0.7566319994509499,1.0,155301664.2,31060332.839999996,263696496.2,9.4,2.0,0.4,10.0310574048,10.101,4274719800.0,6.91,机器人关节电机+压缩机+国企,1.0,日涨幅偏离值达7%的证券,101.2,329,24,0,44.6,18.7,14.3,15.0,6.6,-10.0,⚫ 已冷却
002694.SZ,顾地科技,2,2024-10-31,2024-11-13,548,0.34033403331941164,0.4187937415822562,1.0,56350414.31,28175207.155,180428727.47,26.0,17.0,1.0,6.8390237665,9.922178988,3665790200.0,6.63,地下官网+水利+旅游+新型城镇化,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",13.0,13,13,0,44.5,9.3,15.0,23.0,7.2,-10.0,⚫ 已冷却
600297.SH,广汇汽车,7,2024-06-04,2024-07-12,672,0.2703811087013093,0.4984492718996252,1.0,162921388.55,23274484.07857143,514973039.36999995,15.857142857142858,5.0,0.14,8.228285714285715,10.526,7957966800.0,0.96,筹划控制权变更+面退博弈+乘用车经销+华为汽车,0.7142857142857143,"连续三个交易日内,涨幅偏离值累计达20%的证券",6.3,22,1,0,44.5,13.3,13.6,23.6,4.1,-10.0,⚫ 已冷却
603660.SH,苏州科达,6,2024-03-04,2026-03-31,45,0.42197542996913706,0.6735675618188249,1.0,235563299.40000004,33651899.91428572,585053322.41,13.0,1.0,0.14,8.287339630734465,10.101,5566338900.0,9.74,卫星+低空经济+音视频产品,0.7142857142857143,日涨幅偏离值达7%的证券,151.4,489,489,0,44.5,17.1,13.3,13.6,5.5,-5.0,⚫ 已冷却
600903.SH,贵州燃气,1,2026-05-14,2026-05-14,1,0.4068594765187886,0.5418544216890981,1.0,187297239.89999998,93648619.94999999,418862724.32,16.5,9.0,0.5,10.04304160688666,10.04304160688666,8820572200.0,7.67,天然气+页岩气收购+贵州国资,1.0,日涨幅偏离值达7%的证券,0.0,0,0,1,44.4,15.6,10.1,15.0,3.7,0.0,🔴 首次上榜
000815.SZ,美利云,15,2024-02-07,2026-04-01,44,0.3423176130928797,0.7598761206032423,1.0,1921976191.0,113057423.0,6321342392.64,22.941176470588236,3.0,0.41,6.8872570556756925,10.02506265664159,14391945000.0,20.7,算电协同+东数西算+扭亏为盈+央企,0.7647058823529411,日涨幅偏离值达7%的证券,56.0,274,7,0,44.4,16.5,16.4,13.8,2.3,-4.7,⚫ 已冷却
002380.SZ,科远智慧,1,2026-05-15,2026-05-15,0,0.3374700377750987,0.3374700377750987,1.0,97402794.67,97402794.67,288626496.48,24.0,24.0,1.0,9.331259720062212,9.331259720062212,5998164300.0,42.18,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,1,44.4,11.0,13.1,15.0,5.3,0.0,🔴 首次上榜
603813.SH,原尚股份,2,2024-04-11,2024-04-12,763,0.7232427028900308,0.74511548226498,1.0,34808991.0,17404495.5,48143902.0,2.0,1.0,0.5,10.036999999999999,10.039,1410290600.0,15.68,物流+燃料电池+数字经济,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",1.0,1,1,0,44.4,17.9,12.0,15.0,9.5,-10.0,⚫ 已冷却
002095.SZ,生意宝,2,2024-11-21,2024-11-27,534,0.45294371669227673,0.7366846546480593,1.0,295083342.9,147541671.45,486593093.48,19.0,3.0,0.5,10.0001155645,10.022779043,6078758200.0,24.15,电子商务+互联网金融+跨境电商,0.5,日振幅值达15%的证券,6.0,6,6,0,44.4,16.7,12.0,20.5,5.2,-10.0,⚫ 已冷却
600624.SH,复旦复华,9,2024-07-17,2024-12-18,513,0.5138517741382573,0.8616592258254427,1.0,313895940.88,31389594.088,555416955.81,10.8,1.0,0.3,9.6763809805,10.175,5915911800.0,8.64,量子科技+上海国资+医药+数字经济,0.9,日涨幅偏离值达7%的证券,19.2,91,7,0,44.4,19.6,15.0,14.5,5.3,-10.0,⚫ 已冷却
002968.SZ,新大正,2,2024-06-07,2025-06-03,346,0.6332036807921354,0.7683651077475457,1.0,98880321.4,49440160.7,174973666.1,6.5,2.0,0.5,9.987863163,10.018552876,2527360500.0,11.86,无人机+公共物业服务+机器人场景应用,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",361.0,361,361,0,44.3,18.7,12.0,15.0,8.6,-10.0,⚫ 已冷却
600272.SH,开开实业,11,2024-01-03,2025-01-02,498,0.3735522127595238,0.6548665482264961,1.0,455810944.03000003,35062380.31,1212615162.74,16.615384615384617,4.0,0.38,8.039110828461538,10.055,2649600000.0,16.56,医药+服装+上海国资,0.6153846153846154,"连续三个交易日内,涨幅偏离值累计达20%的证券",36.5,172,13,0,44.3,17.0,15.8,13.1,8.4,-10.0,⚫ 已冷却
603486.SH,科沃斯,3,2024-04-22,2024-05-13,732,0.20725010443250533,0.3041109598324653,1.0,245643915.97,81881305.32333334,1258130071.65,21.0,19.0,1.0,5.386,7.297,35068497000.0,61.61,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",10.5,14,7,0,44.3,12.2,16.3,25.0,0.8,-10.0,⚫ 已冷却
000586.SZ,汇源通信,8,2024-02-06,2026-04-14,31,0.276621697003853,0.6746563629443233,1.0,132229485.27,16528685.65875,752575685.81,23.125,5.0,0.88,7.557487849157497,10.051,4485873600.0,23.19,光纤+特种光缆+车载电子+定增推进,0.75,日换手率达20%的证券;日振幅值达15%的证券,114.0,435,5,0,44.2,11.1,18.3,8.8,6.4,-0.3,⚫ 已冷却
605099.SH,共创草坪,2,2025-06-03,2026-04-30,15,0.382487013205168,0.4831747028457109,1.0,68949076.23,34474538.115,164196922.0,15.5,12.0,1.0,9.99182976,9.99545661,19438350483.24,48.42,业绩增长+体育产业+人造草坪,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",331.0,331,331,1,44.2,12.7,15.0,15.0,1.6,0.0,🟡 洗盘观察期
000793.SZ,华闻集团,13,2024-05-30,2024-12-16,515,0.4866162867778833,0.7602994504717057,1.0,635706231.49,45407587.96357143,1354664242.45,12.714285714285714,1.0,0.36,8.567488295214286,10.465,7412612600.0,3.78,被债权人申请重整+海南+文旅+农业种植,0.7857142857142857,日涨幅偏离值达7%的证券,16.7,114,39,0,44.2,20.0,15.9,13.9,4.3,-10.0,⚫ 已冷却
000409.SZ,云鼎科技,4,2025-03-05,2025-03-17,424,0.2837207989612289,0.493696600389686,1.0,468185958.48,93637191.69600001,1560238589.9099998,21.4,15.0,0.2,4.402405620000001,10.02548853,6163877600.0,14.56,ERP+机器人+智慧矿山+华为盘古,0.4,日换手率达20%的证券,4.0,6,4,0,44.2,14.6,12.4,22.0,5.1,-10.0,⚫ 已冷却
000880.SZ,潍柴重机,19,2024-07-29,2026-05-14,1,0.2802715031164523,0.8272732116095726,1.0,1507817032.49,75390851.6245,5316917018.379999,23.35,2.0,0.4,5.203941123236471,10.038,7362479100.0,32.43,数据中心发电机+国企,0.6,日换手率达20%的证券,36.3,288,111,1,44.1,15.4,16.3,8.0,4.4,0.0,🟢 二次启动信号
601015.SH,陕西黑猫,4,2025-03-20,2026-03-19,57,0.697089932569916,1.0,1.0,489541268.77,97908253.754,706707207.75,7.0,1.0,0.2,10.049749890335098,10.158730159,10498437900.0,5.14,甲醇涨价+煤焦化链+LNG,0.8,日涨幅偏离值达7%的证券,121.3,322,23,0,44.1,23.6,12.4,14.0,3.1,-9.0,⚫ 已冷却
603809.SH,豪能股份,5,2024-04-30,2025-05-08,372,0.5363515650697412,0.6445992479472495,1.0,566711965.42,113342393.08399999,1132550652.59,10.2,3.0,0.6,10.006500209,10.044052863,13070231100.0,15.68,机器人用高精密减速机+航空零部件+无人机+汽车传动系统,1.0,日涨幅偏离值达7%的证券,93.2,185,119,0,44.1,21.0,15.5,15.0,2.5,-10.0,⚫ 已冷却
002842.SZ,翔鹭钨业,6,2026-01-27,2026-04-30,15,0.27717203126763956,0.4089258125155156,1.0,1429154411.87,178644301.48375,5083047905.55,22.75,12.0,0.62,7.892858839684865,10.009624639076026,10333116197.91,38.49,一季报大增+光伏钨丝+钨全产业链,0.875,日涨幅偏离值达7%的证券;日换手率达20%的证券,18.6,59,59,1,44.1,15.4,16.2,9.4,3.1,0.0,🟡 洗盘观察期
001299.SZ,美能能源,3,2024-04-03,2026-04-13,32,0.33767234660366374,0.5366624318988715,1.0,75703626.51,18925906.6275,278647744.99,17.5,7.0,0.5,6.5581976624282,9.9869451697128,3680038600.0,16.85,燃气+综合能源转型+年报增长+西部大开发,0.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",370.0,734,734,0,44.1,11.7,13.3,12.5,7.2,-0.7,⚫ 已冷却
600208.SH,衢州发展,4,2024-12-03,2026-04-24,21,0.35146954113523265,0.5188774943542654,1.0,286816696.54,71704174.135,874864187.05,17.25,7.0,0.25,10.112479989211543,10.169491525,40242728000.0,4.73,拟并购先导电科+半导体靶材+回购+衢州国资,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",169.0,396,7,2,44.0,15.6,12.7,15.0,0.7,0.0,🟡 洗盘观察期
600107.SH,美尔雅,8,2024-02-23,2025-04-22,388,0.46528831216658256,0.84164834919143,1.0,108130275.8,13516284.475,245549067.66000003,12.375,1.0,0.25,8.653408433125,10.159,1558800000.0,4.33,服装服饰+医药商业,0.875,日振幅值达15%的证券,60.6,172,41,0,44.0,15.7,14.5,14.4,9.4,-10.0,⚫ 已冷却
001366.SZ,播恩集团,4,2023-12-26,2024-05-24,721,0.4603252981604572,0.5879781670195359,1.0,126487679.88,25297535.976,274133245.0,11.0,5.0,0.6,10.008199999999999,10.029,846336000.0,15.2,合成生物+生物饲料,0.6,日换手率达20%的证券,50.0,132,11,0,44.0,16.3,14.8,13.0,9.9,-10.0,⚫ 已冷却
600653.SH,申华控股,11,2024-01-26,2024-12-06,525,0.45265840182558964,0.6966501513309394,1.0,389025861.85999995,32418821.82166666,838114090.92,13.5,2.0,0.25,9.489645793,10.435,5255226900.0,2.7,并购重组预期+汽车服务+低价股+沈阳国资,0.9166666666666666,日涨幅偏离值达7%的证券,31.5,134,4,0,44.0,18.6,15.1,14.6,5.8,-10.0,⚫ 已冷却
603818.SH,曲美家居,3,2024-04-03,2025-02-17,452,0.7773397957388216,0.8379981800705907,1.0,57371065.0,19123688.333333332,73015266.0,2.0,1.0,0.0,10.159673625333333,10.177,2155747700.0,3.14,与群核科技（酷家乐）合作+中高档民用家具+外销,1.0,日涨幅偏离值达7%的证券,160.0,165,165,0,44.0,19.8,10.3,15.0,8.9,-10.0,⚫ 已冷却
000903.SZ,云内动力,8,2024-09-20,2025-05-30,350,0.4552940324083137,0.7544098400004938,1.0,820391236.59,91154581.84333333,1974827622.9,15.555555555555555,1.0,0.67,8.650036128222222,10.188679245,10407818132.16,5.42,无人配送车+柴油机+配送机器人+昆明国企,0.8888888888888888,日换手率达20%的证券,36.0,93,1,0,43.9,19.2,17.0,14.4,3.1,-10.0,⚫ 已冷却
002708.SZ,光洋股份,7,2024-01-11,2024-12-04,527,0.4618344727809842,0.7338592221948848,1.0,514140021.85999995,73448574.55142857,999769749.7099999,11.0,3.0,0.29,9.088196228,10.059,5733171500.0,11.59,拟10亿元投建新能源汽车及机器人项目+国资入主,0.8571428571428571,"连续三个交易日内,涨幅偏离值累计达20%的证券",54.7,218,218,0,43.9,19.7,14.5,14.3,5.4,-10.0,⚫ 已冷却
600192.SH,长城电工,7,2024-06-13,2025-02-21,448,0.5590328063889807,0.8476989172108945,1.0,118657074.42,14832134.3025,236996333.62,9.75,1.0,0.12,10.037311946875,10.108,2747672600.0,6.22,电网设备+商业航天+甘肃国资,0.875,日涨幅偏离值达7%的证券,42.2,155,155,0,43.9,17.8,13.5,14.4,8.3,-10.0,⚫ 已冷却
002702.SZ,海欣食品,1,2024-12-11,2024-12-11,520,0.5806195210841694,0.5806195210841694,1.0,85719611.86,85719611.86,147634739.7,8.0,8.0,1.0,10.074626866,10.074626866,2725209900.0,5.9,预制菜+速冻鱼肉制品,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,43.8,17.3,13.1,15.0,8.3,-10.0,🔴 首次上榜
605055.SH,迎丰股份,4,2025-05-09,2025-05-20,360,0.29981800675668163,0.6064492872193723,1.0,60865665.39,12173133.078,244824545.31,20.0,2.0,0.4,10.0525404298,10.078740157,4730000000.0,10.75,地天板+纺织制造+年报增长,0.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",3.7,7,1,0,43.8,10.1,13.6,24.0,6.2,-10.0,⚫ 已冷却
002584.SZ,西陇科学,7,2024-01-02,2025-04-22,388,0.4717755564888747,0.7189519170896831,1.0,617554971.66,88222138.80857143,1255571542.8600001,9.285714285714286,1.0,0.0,9.046919896857142,10.054054054,4402761100.0,10.18,光刻胶+化学试剂+生物医药,0.8571428571428571,日涨幅偏离值达7%的证券,79.3,437,26,0,43.8,20.3,12.8,14.3,6.5,-10.0,⚫ 已冷却
002717.SZ,岭南股份,25,2024-05-24,2025-02-17,452,0.3907488506253625,0.722518418375046,1.0,2135328166.5299997,68881553.75903225,5564502836.429999,15.32258064516129,2.0,0.39,8.696051572612904,10.435,6787210000.0,4.24,影视IP+腾讯+营销+国企,0.7741935483870968,"连续三个交易日内,涨幅偏离值累计达20%的证券",11.2,59,59,0,43.8,19.0,16.3,13.9,4.7,-10.0,⚫ 已冷却
002520.SZ,日发精机,9,2024-02-26,2025-05-16,364,0.35020864568496674,0.5489374422692608,1.0,397540800.46,39754080.046,1150286938.53,17.7,6.0,0.6,9.976358387100001,10.063,5208615600.0,7.26,人形机器人+轴承+航空装备+工业母机,1.0,日涨幅偏离值达7%的证券,55.6,191,87,0,43.8,16.2,16.8,15.0,5.8,-10.0,⚫ 已冷却
603032.SH,德新科技,6,2024-01-10,2024-09-11,611,0.3220281990068213,0.3972863487178592,1.0,205797333.31,29399619.044285715,645886859.71,16.714285714285715,9.0,0.86,7.470428571428572,10.026,3546118400.0,15.41,锂电设备+客运+西部大开发,0.8571428571428571,"连续三个交易日内,涨幅偏离值累计达20%的证券",49.0,91,40,0,43.7,14.5,17.6,14.3,7.3,-10.0,⚫ 已冷却
600470.SH,六国化工,5,2024-11-19,2026-03-27,49,0.41654800641302997,0.74959110583678,1.0,220424677.63000003,36737446.27166667,567300312.06,17.666666666666668,2.0,0.33,9.372832582436537,10.074074074074067,3875488000.0,7.43,磷化工+化肥+精制磷酸,0.6666666666666666,日涨幅偏离值达7%的证券,123.2,476,11,0,43.7,15.8,13.9,13.3,7.0,-6.3,⚫ 已冷却
600735.SH,新华锦,3,2025-04-15,2025-05-15,365,0.2724277720885278,0.5497591993671576,1.0,42979105.87,14326368.623333333,166951014.65,19.666666666666668,8.0,0.33,10.031546403666667,10.05802708,3399360100.0,7.99,跨境电商+服装纺织+曾与强脑科技合作+养老,1.0,日涨幅偏离值达7%的证券,15.0,15,15,0,43.7,8.9,12.3,25.0,7.5,-10.0,⚫ 已冷却
002250.SZ,联化科技,3,2025-05-28,2025-06-05,344,0.2888683318714785,0.4678702962484364,1.0,233865086.0,77955028.66666667,840374262.5900002,20.666666666666668,6.0,0.33,10.001303524333332,10.018382353,10851213800.0,11.97,氯虫苯甲酰胺中间体+医药CDMO+一季报增长,1.0,日涨幅偏离值达7%的证券,4.0,7,7,0,43.7,13.4,12.3,25.0,3.0,-10.0,⚫ 已冷却
600775.SH,南京熊猫,2,2024-11-22,2024-11-25,536,0.712043770924679,0.7337530011912745,1.0,232943710.19,116471855.095,328147324.0,1.5,1.0,0.5,10.0429588045,10.049751244,8176274900.0,12.17,脑机接口+北斗+机器人+央企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",3.0,3,3,0,43.6,22.6,12.0,15.0,4.0,-10.0,⚫ 已冷却
600615.SH,丰华股份,6,2024-01-09,2025-04-24,386,0.46715907887871694,0.6155166622712201,1.0,167442748.31,23920392.615714286,362451002.38,13.714285714285714,4.0,0.29,7.689096750571428,10.052,2694287900.0,14.36,机器人概念+农机+镁/铝合金制品,0.8571428571428571,"连续三个交易日内,涨幅偏离值累计达20%的证券",94.2,206,1,0,43.6,16.8,14.2,14.3,8.4,-10.0,⚫ 已冷却
603922.SH,金鸿顺,2,2025-04-30,2026-04-17,28,0.376177361739714,0.4029177162127678,1.0,31634562.8,15817281.4,84428660.8,21.0,21.0,0.5,10.024242478785169,10.025575447570336,3854592000.0,21.51,新能源电池托盘+汽车零部件+控制权变更风险,1.0,日涨幅偏离值达7%的证券,352.0,352,352,1,43.6,9.6,12.0,15.0,7.0,0.0,🟡 洗盘观察期
600121.SH,郑州煤电,4,2024-05-24,2026-03-25,51,0.49307214125232424,0.7586064058846761,1.0,296362884.55,74090721.1375,632479785.03,8.75,4.0,0.25,8.604561225994289,10.084,6725634400.0,5.52,煤炭涨价+郑州国资,0.75,日振幅值达15%的证券,223.3,657,12,0,43.6,19.4,12.7,13.8,4.8,-7.0,⚫ 已冷却
002688.SZ,金河生物,3,2024-03-27,2025-04-07,403,0.5903697403285045,0.8198508902697581,1.0,186241126.65,62080375.550000004,327349508.23,7.0,1.0,0.67,8.022886644333333,10.0,4865267100.0,6.53,适时调高美国市场产品售价+兽药+动物保健品,0.6666666666666666,"连续三个交易日内,涨幅偏离值累计达20%的证券",188.0,372,4,0,43.6,19.9,14.3,13.3,6.0,-10.0,⚫ 已冷却
002248.SZ,华东数控,7,2024-02-27,2024-11-08,553,0.46767841214937683,0.7946937111525135,1.0,327426650.48,46775235.78285714,778993795.9,21.285714285714285,2.0,0.43,8.921502324142859,10.048,3179504500.0,10.34,工业母机+新型工业化+高端装备,0.7142857142857143,日换手率达20%的证券,42.5,142,10,0,43.5,16.7,15.4,13.6,7.8,-10.0,⚫ 已冷却
603679.SH,华体科技,8,2024-01-18,2024-11-06,555,0.3847106339939318,0.8508289898212051,1.0,179886035.96,22485754.495,422233746.16,18.25,2.0,0.5,9.485323059375,10.043,3144800400.0,19.27,低空经济+华为+液冷超充+智慧灯杆,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",41.9,140,140,0,43.5,14.7,16.0,15.0,7.9,-10.0,⚫ 已冷却
000415.SZ,渤海租赁,2,2024-11-08,2024-11-14,547,0.4696841610031366,0.6249526399760708,1.0,651760257.1800001,325880128.59000003,1324535138.36,8.5,6.0,0.0,10.02283105,10.0456621,26693927000.0,4.95,低空经济+租赁+三季报增长,1.0,日涨幅偏离值达7%的证券,6.0,6,6,0,43.5,20.4,9.0,23.0,1.1,-10.0,⚫ 已冷却
001332.SZ,锡装股份,2,2024-01-03,2025-05-27,353,0.44924513035434566,0.5643719880403258,1.0,54908889.75,27454444.875,113379817.05,12.0,7.0,1.0,9.9972114965,10.005422993,1095390000.0,40.57,核电设备+高效换热器+订单充足,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",510.0,510,510,0,43.5,13.8,15.0,15.0,9.7,-10.0,⚫ 已冷却
600666.SH,奥瑞德,8,2024-10-24,2026-03-27,49,0.3847215022790669,0.6782749750281405,1.0,863595134.36,107949391.795,2384323059.08,17.125,4.0,0.38,9.234430331656938,10.204081633,14712098000.0,6.08,算力租赁+预计扭亏+回购减持,0.875,日振幅值达15%的证券;日换手率达20%的证券,74.1,405,2,0,43.5,17.9,15.3,14.4,2.3,-6.3,⚫ 已冷却
002628.SZ,成都路桥,2,2024-10-15,2024-10-17,575,0.5621484453509082,0.5638403135173881,1.0,34263447.4,17131723.7,60930589.4,5.0,5.0,1.0,10.113675434000001,10.119047619,2793608000.0,3.7,四川+基建+西部大开发,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",2.0,2,2,0,43.5,15.3,15.0,15.0,8.3,-10.0,⚫ 已冷却
002835.SZ,同为股份,4,2024-04-15,2025-02-11,458,0.3928688557072755,0.7411891363925208,1.0,124145687.07,24829137.413999997,280446162.22,15.8,2.0,0.8,9.993541264000001,10.017,3012809400.0,23.67,视频监控+AI智能+外销,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",100.7,298,298,0,43.4,14.3,16.0,15.0,8.0,-10.0,⚫ 已冷却
002269.SZ,美邦服饰,5,2024-01-31,2025-01-07,493,0.5577280576484549,0.8934477925925174,1.0,448495982.53,89699196.506,843175641.9300001,8.0,1.0,0.4,8.600154808400001,10.0,6683250000.0,2.66,服装+电商+IP经济+低价股,0.6,日振幅值达15%的证券,85.5,180,4,0,43.4,21.3,14.3,13.0,4.8,-10.0,⚫ 已冷却
600698.SH,湖南天雁,6,2024-02-19,2026-03-24,52,0.4542927804536367,0.6113145708550315,1.0,131918392.18,21986398.69666667,295963998.65,12.166666666666666,6.0,0.33,10.054361932938859,10.121,6178561000.0,7.44,兵装重组+涡轮增压+央企,1.0,日涨幅偏离值达7%的证券,152.8,308,308,0,43.4,16.2,14.4,15.0,5.1,-7.3,⚫ 已冷却
600560.SH,金自天正,4,2024-02-05,2025-03-11,430,0.5480975748116187,0.7819207484865163,1.0,213500056.0,53375014.0,421729871.0,10.5,1.0,0.5,6.96725,10.024,4649589900.0,20.79,机器人概念+人工神经网络+央企,0.75,"连续三个交易日内,涨幅偏离值累计达20%的证券",133.3,368,368,0,43.4,19.2,14.2,13.8,6.3,-10.0,⚫ 已冷却
002527.SZ,新时达,5,2024-07-04,2025-02-21,448,0.5447902758349021,0.7705051131663636,1.0,306326801.72,61265360.344000004,763893459.9000001,9.2,2.0,0.6,8.8799902404,10.026857654,8657393500.0,16.36,海尔入主+机器人+电梯,0.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",58.0,148,3,0,43.4,20.1,15.5,14.0,3.8,-10.0,⚫ 已冷却
601218.SH,吉鑫科技,6,2024-02-08,2026-03-24,52,0.4174315664974994,0.8555773826810192,1.0,522195735.82,74599390.83142857,1011261545.54,16.714285714285715,2.0,0.29,8.662083432777242,10.175,7384035400.0,7.62,风电铸件+业绩预增+海上风电,0.8571428571428571,日换手率达20%的证券,155.0,598,5,0,43.4,17.9,14.2,14.3,4.4,-7.3,⚫ 已冷却
002445.SZ,中南文化,4,2023-12-17,2026-03-18,58,0.5800698674039807,0.6112038937776016,1.0,210319783.26000002,70106594.42,382378110.79999995,6.0,3.0,0.5,10.0345882587836,10.130718954248367,9631170600.0,4.07,拟购苏龙热电+火电转型+江阴国资,1.0,日涨幅偏离值达7%的证券,274.0,814,6,0,43.4,20.1,14.2,15.0,3.4,-9.3,⚫ 已冷却
603839.SH,安正时尚,8,2024-03-06,2025-05-29,351,0.4830259908145811,0.7773660416512266,1.0,133761637.49,14862404.165555555,315861925.58,15.666666666666666,2.0,0.44,8.770215573555554,10.0952381,3475468100.0,8.84,时装+跨境电商+一季报扭亏,0.8888888888888888,"连续三个交易日内,涨幅偏离值累计达20%的证券",64.1,154,14,0,43.4,15.9,15.7,14.4,7.4,-10.0,⚫ 已冷却
603215.SH,比依股份,4,2024-12-30,2025-01-10,490,0.2686381930197783,0.4791405425995174,1.0,86622471.51,21655617.8775,262355342.95,23.75,7.0,0.25,2.45156953375,9.989316239,1147175360.0,16.15,AI眼镜+小家电+网红经济,0.25,日换手率达20%的证券,3.7,7,7,0,43.3,9.7,12.7,21.2,9.7,-10.0,⚫ 已冷却
000056.SZ,皇庭国际,6,2024-02-19,2025-03-28,413,0.4634219966847868,0.6775886710047907,1.0,232632030.17,38772005.02833333,503621724.35,13.166666666666666,3.0,0.5,9.029755098500003,10.185,3280327800.0,3.63,功率半导体+不动产运营管理+深圳,0.5,日振幅值达15%的证券,80.6,234,114,0,43.3,17.6,15.4,12.5,7.7,-10.0,⚫ 已冷却
